iter	RMSE
403	0.06596982939
404	0.06588673164
405	0.06580191811
406	0.0656372494
407	0.06554380202
408	0.06552582261
409	0.06550481603
410	0.06543735212
411	0.06536492905
412	0.06527717345
413	0.06517714294
414	0.06512036355
415	0.06502372385
416	0.06494720712
417	0.064864052
418	0.06481035239
419	0.06473099223
420	0.06455434845
421	0.0644429117
422	0.06440501557
423	0.06426343319
424	0.06417475933
425	0.06411698127
426	0.06407199415
427	0.06396114842
428	0.06390147395
429	0.06380447117
430	0.06363778869
431	0.0635685139
432	0.06351912165
433	0.06345605128
434	0.06338852878
435	0.06334409317
436	0.06332574389
437	0.06324997277
438	0.06317018853
439	0.06312157628
440	0.06308880506
441	0.06299662577
442	0.06288915056
443	0.062791748
444	0.06270382763
445	0.06263195376
446	0.06251224858
447	0.06242686344
448	0.0623433928
449	0.06228674855
450	0.06226653363
451	0.06219988976
452	0.06213933959
453	0.06212597824
454	0.06207630642
455	0.06200702233
456	0.06192905223
457	0.06185862383
458	0.0618058235
459	0.06175180957
460	0.06165062072
461	0.06158987779
462	0.06156697599
463	0.06149921428
464	0.06144612301
465	0.06142693216
466	0.06137229376
467	0.06130661961
468	0.06121434415
469	0.06120101218
470	0.06111648601
471	0.06110377013
472	0.0609357487
473	0.06085969447
474	0.06076318841
475	0.06064054153
476	0.06062667017
477	0.06058940417
478	0.06050655106
479	0.0604024608
480	0.06030596374
481	0.06022392113
482	0.06021084745
483	0.06014050089
484	0.06008465154
485	0.06002565431
486	0.05996457351
487	0.05991947218
488	0.05982489122
489	0.05977213078
490	0.05968955105
491	0.05967669787
492	0.05961717926
493	0.05957122636
494	0.05951827697
495	0.0594605135
496	0.0594499226
497	0.05937712076
498	0.05931592212
499	0.0592717175
